ID,Title,Content,Excerpt,Date,"Post Type",Permalink,_catalog,_crosssell_skus,_elementor_edit_mode,_elementor_template_type,_elementor_version,_et_additional_block,_et_primary_category,_et_product_slider,_et_product_view_color,_et_product_view_hover,_et_sale_counter,_et_single_layout,_et_single_thumbnail_hover,_file_path,_file_paths,_fixed_price_rules,_has_multi_selling,_heateor_sss_meta,_is_multi_parent,_la-digue_price,_la-digue_price_method,_la-digue_regular_price,_la-digue_sale_price,_la-digue_sale_price_dates,_la-digue_sale_price_dates_from,_la-digue_sale_price_dates_to,_mahe_price,_mahe_price_method,_mahe_regular_price,_mahe_sale_price,_mahe_sale_price_dates,_mahe_sale_price_dates_from,_mahe_sale_price_dates_to,_max_variation_price,_max_variation_regular_price,_max_variation_sale_price,_min_variation_price,_min_variation_regular_price,_min_variation_sale_price,_praslin_price,_praslin_price_method,_praslin_regular_price,_praslin_sale_price,_praslin_sale_price_dates,_praslin_sale_price_dates_from,_praslin_sale_price_dates_to,_product_video_autoplay,_product_video_code,_product_video_gallery,_sale_price_time_end,_sale_price_time_start,_tiered_price_rules_type,_upsell_skus,_wcfm_new_product_notified,_wcfm_product_approved_notified,_wcfm_product_author,_wcfm_product_views,_wcfmmp_commission,_wcfmmp_processing_time,_woo_uom_input,_wp_old_date,_wp_old_slug,_wp_page_template,_wp_trash_meta_status,_wp_trash_meta_time,108,1147,1334,1560,236,25,469.57,9.57,disable_add_to_cart,disable_price,manually,onesignal_meta_box_present,onesignal_modify_title_and_content,onesignal_notification_custom_content,onesignal_notification_custom_heading,onesignal_send_notification,price1,price2,rs_page_bg_color,wcfm_policy_product_options,Brands,"Product Type","Product Visibility","Product categories","Product tags","Product shipping classes","Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date","Attribute Name (Packages)","Attribute Value (Packages)","Attribute In Variations (Packages)","Attribute Is Visible (Packages)","Attribute Is Taxonomy (Packages)","Attribute Position (Packages)",Visibility,"Stock Status",Downloadable,Virtual,"Regular Price","Sale Price","Purchase Note",Featured,Weight,Length,Width,Height,SKU,"Sale Price Dates From","Sale Price Dates To",Price,"Sold IndivIDually","Manage Stock",Stock,Up-Sells,Cross-Sells,"Downloadable Files","Download Limit","Download Expiry","Product URL","Button Text",Backorders,"Tax Status","Tax Class","Default Attributes","Total Sales","Product Version","Variation Description","WC Rating Count","WC Review Count","WC Average Rating","Downloadable File Name"
5390,"PERFUME LILAS (F) MARYAJ 100 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/perfume-lilas-f-maryaj-100-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,162,manually,469.57,,default,,,162,manually,108,,default,,,,,,,,,162,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,perfume-lilas-f-maryaj-100-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,162,,,no,,,,,AMCRE0274,,,162,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5392,"DEO NUT MARYAJ 200 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-nut-maryaj-200-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,50,manually,469.57,,default,,,50,manually,108,,default,,,,,,,,,50,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-nut-maryaj-200-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,50,,,no,,,,,AMCRE0278,,,50,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5394,"DEO LILAS (F) MARYAJ 200 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-lilas-f-maryaj-200-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,60,manually,469.57,,default,,,60,manually,108,,default,,,,,,,,,60,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-lilas-f-maryaj-200-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,60,,,no,,,,,AMCRE0282,,,60,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5396,"DEO PEBBEL STYEL (M) MARYAJ",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-pebbel-styel-m-maryaj/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,60,manually,469.57,,default,,,60,manually,108,,default,,,,,,,,,60,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-pebbel-styel-m-maryaj,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,60,,,no,,,,,AMCRE0283,,,60,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5398,"DEO RAMONA (F) 200 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-ramona-f-200-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,60,manually,469.57,,default,,,60,manually,108,,default,,,,,,,,,60,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-ramona-f-200-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,60,,,no,,,,,AMCRE0289,,,60,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5400,"PERFUME DEUCE FEMME (F) 100 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/perfume-deuce-femme-f-100-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,162,manually,469.57,,default,,,162,manually,108,,default,,,,,,,,,162,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,perfume-deuce-femme-f-100-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,162,,,no,,,,,AMCRE0292,,,162,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5402,"PERFUME GOLDIE (F) 100 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/perfume-goldie-f-100-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,162,manually,469.57,,default,,,162,manually,108,,default,,,,,,,,,162,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,perfume-goldie-f-100-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,162,,,no,,,,,AMCRE0293,,,162,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5404,"DEO TUXEDO (M) 200 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/deo-tuxedo-m-200-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,60,manually,469.57,,default,,,60,manually,108,,default,,,,,,,,,60,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,deo-tuxedo-m-200-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,60,,,no,,,,,AMCRE0296,,,60,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5406,"GREY STONE GIFT SET(EDP+DEO)",,,"March 26, 2021",product,https://shop.ewdc.in/product/grey-stone-gift-setedpdeo/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,180,manually,469.57,,default,,,180,manually,108,,default,,,,,,,,,180,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,grey-stone-gift-setedpdeo,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,180,,,no,,,,,AMCRE0300,,,180,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5408,"PERFUME FRESH WAVE (M) MARYAJ 100 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/perfume-fresh-wave-m-maryaj-100-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,125,manually,469.57,,default,,,125,manually,108,,default,,,,,,,,,125,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,perfume-fresh-wave-m-maryaj-100-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,125,,,no,,,,,AMCRE0303,,,125,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5410,"PERFUME PEBBLE STYLE (M) 100 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/perfume-pebble-style-m-100-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,162,manually,469.57,,default,,,162,manually,108,,default,,,,,,,,,162,manually,135,,default,,,,,,,,,[],,,,3,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,perfume-pebble-style-m-100-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,162,,,no,,,,,AMCRE0304,,,162,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5412,"PERFUME IMPERIAL OUDH (M) EDP 50 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/perfume-imperial-oudh-m-edp-50-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,232,manually,469.57,,default,,,232,manually,108,,default,,,,,,,,,232,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,publish,1614593458,108,,,,236,,469.57,,,,manually,1,,,,,,,,,MARYAJ,simple,visible,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,perfume-imperial-oudh-m-edp-50-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,232,,,no,,,,,AMCRE0305,,,232,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5414,"COFFEE MATE 3 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/coffee-mate-3-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,1250,manually,469.57,,default,,,1250,manually,108,,default,,,,,,,,,1250,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,Nestle,simple,visible,"Beverages &amp; Water","COFFEE,IMPORTED",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,coffee-mate-3-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,1250,,,no,,,,,DRCOF0001,,,1250,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5417,"CHICKEN LEG QUARTER 10 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/chicken-leg-quarter-10-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,400,manually,469.57,,default,,,400,manually,108,,default,,,,,,,,,400,manually,135,,default,,,,,,,,,[],,,,5,,,,1970-01-01,chicken-leg-quarter-10kg,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SEARA,simple,visible,"Frozen Foods","LEG,QUARTER",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,chicken-leg-quarter-10-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,400,,,no,,,,,FZCHI0222,,,400,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
5421,"SEMOLINA SUPERCHEF 1 KG","<table style=""height: 48px"" width=""277"">
<tbody>
<tr>
<td width=""483"">
<p style=""text-align: left"">SEMOLINA SUPERCHEF 1 X 1 KG</p>
</td>
</tr>
</tbody>
</table>",,"March 26, 2021",product,https://shop.ewdc.in/product/semolina-superchef-1-kg/,,a:0:{},,wp-post,3.0.16,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,40,manually,469.57,,default,,,40,manually,108,,default,,,,,,,,,40,manually,135,,default,,,,,,,,,[],,,,8,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","SEMOLINA,SEMULINA",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,semolina-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,40,,,no,,,,,DRCER0005,,,40,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
5424,"APRICOT DRY SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/apricot-dry-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,200,manually,469.57,,default,,,200,manually,108,,default,,,,,,,,,200,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard",APRICOT,,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,apricot-dry-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,200,,,no,,,,,DRAPR0001,,,200,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5426,"DHAL TOOR SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/dhal-toor-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,65,manually,469.57,,default,,,65,manually,108,,default,,,,,,,,,65,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","DHAL,TOOR",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,dhal-toor-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,65,,,no,,,,,DRDHA0006,,,65,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5428,"DHAL URAD WHITE (GOTA) SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/dhal-urad-white-gota-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,65,manually,469.57,,default,,,65,manually,108,,default,,,,,,,,,65,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","DHAL,URAD",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,dhal-urad-white-gota-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,65,,,no,,,,,DRDHA0027,,,65,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5431,"RAISINS YELLOW (GOLDEN) SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/raisins-yellow-golden-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,120,manually,469.57,,default,,,120,manually,108,,default,,,,,,,,,120,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","RAISINS,YELLOW",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,raisins-yellow-golden-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,120,,,no,,,,,DRFRU0004,,,120,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
5433,"TAMARIND SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/tamarind-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,130,manually,469.57,,default,,,130,manually,108,,default,,,,,,,,,130,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard",TAMARIND,,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,tamarind-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,130,,,no,,,,,DRFRU0005,,,130,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5436,"RAISINS BLACK SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/raisins-black-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,135,manually,469.57,,default,,,135,manually,108,,default,,,,,,,,,135,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","BLACK,RAISIN",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,raisins-black-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,135,,,no,,,,,DRFRU0009,,,135,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
5438,"PEANUT SKINLESS SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/peanut-skinless-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,100,manually,469.57,,default,,,100,manually,108,,default,,,,,,,,,100,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,peanut-skinless-superchef-1kg,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","PEANUT,SKINLESS",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,peanut-skinless-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,100,,,no,,,,,DRNUT0007,,,100,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5441,"PISTACHIO PEELED SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/pistachio-peeled-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,670,manually,469.57,,default,,,670,manually,108,,default,,,,,,,,,670,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,pistachio-peeled-superchef-1kg,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","PEELED,PISTACHIO",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,pistachio-peeled-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,670,,,no,,,,,DRPIS0001,,,670,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5443,"SEEDS CUMIN SUPERCHEF 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/seeds-cumin-superchef-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,125,manually,469.57,,default,,,125,manually,108,,default,,,,,,,,,125,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","CUMIN,SEEDS",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,seeds-cumin-superchef-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,125,,,no,,,,,DRSED0003,,,125,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5446,"BLACK PEPPER WHOLE SUPERCHEF 100 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/black-pepper-whole-superchef-100-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,26,manually,469.57,,default,,,26,manually,108,,default,,,,,,,,,26,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","BLACK,PEPPER",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,black-pepper-whole-superchef-100-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,26,,,no,,,,,DRSPC0135,,,26,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5448,"CHILLI CRUSHED SUPERCHEF 100 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/chilli-crushed-superchef-100-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,26,manually,469.57,,default,,,26,manually,108,,default,,,,,,,,,26,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","CHILLI,CRUSHED",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,chilli-crushed-superchef-100-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,26,,,no,,,,,DRSPC0137,,,26,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5450,"THYME SUPERCHEF 70 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/thyme-superchef-70-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,26,manually,469.57,,default,,,26,manually,108,,default,,,,,,,,,26,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard",THYME,,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,thyme-superchef-70-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,26,,,no,,,,,DRSPC0147,,,26,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5452,"CORRIANDER WHOLE SUPERCHEF 500 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/corriander-whole-superchef-500-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,50,manually,469.57,,default,,,50,manually,108,,default,,,,,,,,,50,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","CORRIANDER,WHOLE",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,corriander-whole-superchef-500-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,50,,,no,,,,,DRSPC0406,,,50,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5454,"OREGANO DRY SUPERCHEF 500GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/oregano-dry-superchef-500gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,98,manually,469.57,,default,,,98,manually,108,,default,,,,,,,,,98,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SUPERCHEF,simple,visible,"Grocery &amp; Food Cupboard","DRY,OREGANO",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,oregano-dry-superchef-500gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,98,,,no,,,,,DRSPC0407,,,98,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
